traveller_id,POI_o,POI_d,lat_o,lng_o,lat_d,lng_d,css_o,css_d
t348,99,436,55.6794028,12.5805661,55.6462823,12.5991918,CS19,CS9
t349,98,59,55.67877480000001,12.584143,55.6302955,12.5770358,CS19,CS63
t350,92,83,55.67938179999999,12.5813882,55.6483339,12.5338962,CS19,CS76
t351,100,460,55.68262219999999,12.5861519,55.672146,12.5619202,CS19,CS97
t352,97,349,55.6799759,12.5821469,55.6901224,12.5608252,CS19,CS59
t353,89,410,55.6845583,12.5834111,55.6844921,12.5877209,CS19,CS24
t354,98,12,55.67877480000001,12.584143,55.70158759999999,12.535414,CS19,CS51
t355,92,336,55.67938179999999,12.5813882,55.713568,12.5927798,CS19,CS50
t356,98,77,55.67877480000001,12.584143,55.6707018,12.5355054,CS19,CS26
t357,89,288,55.6845583,12.5834111,55.70490059999999,12.4949587,CS19,CS14
t358,100,144,55.68262219999999,12.5861519,55.66721880000001,12.5839247,CS19,CS45
t359,89,236,55.6845583,12.5834111,55.70776840000001,12.5953873,CS19,CS49
t360,97,301,55.6799759,12.5821469,55.6857427,12.5376728,CS19,CS36
t361,88,291,55.6831332,12.5827597,55.67068200000001,12.5317477,CS19,CS35
t362,87,401,55.68060519999999,12.5846997,55.6926059,12.4845073,CS19,CS91
t363,95,445,55.68135600000001,12.585954,55.7089821,12.5582244,CS19,CS73
t364,98,105,55.67877480000001,12.584143,55.6934699,12.5343261,CS19,CS56
t365,101,220,55.68327009999999,12.5887971,55.69082179999999,12.5601599,CS19,CS57
t366,97,382,55.6799759,12.5821469,55.6897342,12.5601575,CS19,CS60
t367,100,173,55.68262219999999,12.5861519,55.6852167,12.5009996,CS19,CS28
t368,100,281,55.68262219999999,12.5861519,55.7142201,12.5772508,CS19,CS70
t369,96,181,55.6804058,12.5894617,55.67933559999999,12.5329958,CS19,CS29
t370,95,5,55.68135600000001,12.585954,55.699287,12.5895179,CS19,CS65
t371,92,353,55.67938179999999,12.5813882,55.6618111,12.6036031,CS19,CS6
t372,99,190,55.6794028,12.5805661,55.674828,12.5727279,CS19,CS20
t373,93,149,55.6795269,12.5815699,55.654913,12.620377,CS19,CS4
t374,87,130,55.68060519999999,12.5846997,55.64652109999999,12.5515828,CS19,CS77
t375,88,30,55.6831332,12.5827597,55.7007973,12.5800157,CS19,CS66
t376,94,45,55.682497,12.5820955,55.6596066,12.6101348,CS19,CS2
t377,89,316,55.6845583,12.5834111,55.6680754,12.5971848,CS19,CS5
t378,89,23,55.6845583,12.5834111,55.6642893,12.6028591,CS19,CS0
t379,91,491,55.6840732,12.587681,55.67181429999999,12.5584284,CS19,CS99
t380,87,68,55.68060519999999,12.5846997,55.685498,12.56654,CS19,CS55
t381,101,241,55.68327009999999,12.5887971,55.6812469,12.5917406,CS19,CS21
t382,95,412,55.68135600000001,12.585954,55.67844539999999,12.5172175,CS19,CS39
t383,192,39,55.6722883,12.5789266,55.6998665,12.5530057,CS20,CS54
t384,196,467,55.67630280000001,12.575125,55.672953,12.483257,CS20,CS85
t385,188,338,55.67298,12.572543,55.6668518,12.5033546,CS20,CS84
t386,192,85,55.6722883,12.5789266,55.64977049999999,12.5349166,CS20,CS76
t387,197,51,55.6750278,12.5722614,55.6400501,12.6176269,CS20,CS3
t388,195,63,55.6777267,12.5747322,55.630171,12.576398,CS20,CS63
t389,193,295,55.67438319999999,12.5768164,55.6711053,12.5457392,CS20,CS35
t390,198,405,55.6773069,12.577004,55.665722,12.580919,CS20,CS47
t391,190,407,55.674828,12.5727279,55.6945457,12.5475868,CS20,CS61
t392,190,240,55.674828,12.5727279,55.6813386,12.5932285,CS20,CS21
t393,190,173,55.674828,12.5727279,55.6852167,12.5009996,CS20,CS28
t394,198,31,55.6773069,12.577004,55.7013069,12.5805235,CS20,CS66
t395,197,450,55.6750278,12.5722614,55.7105088,12.5610241,CS20,CS73
t396,197,122,55.6750278,12.5722614,55.6518203,12.5101099,CS20,CS80
t397,190,354,55.674828,12.5727279,55.7060897,12.5807472,CS20,CS72
t398,197,285,55.6750278,12.5722614,55.70682619999999,12.4906857,CS20,CS14
t399,195,284,55.6777267,12.5747322,55.7128152,12.5778425,CS20,CS70
t400,198,73,55.6773069,12.577004,55.67068200000001,12.5317477,CS20,CS26
t401,195,162,55.6777267,12.5747322,55.6742731,12.5496964,CS20,CS27
t402,191,207,55.6743505,12.5724863,55.6695374,12.5242031,CS20,CS81
t403,194,53,55.6765485,12.5782685,55.66994820000001,12.5455333,CS20,CS92
t404,195,112,55.6777267,12.5747322,55.70224589999999,12.5378416,CS20,CS52
t405,197,99,55.6750278,12.5722614,55.6794028,12.5805661,CS20,CS19
t406,192,138,55.6722883,12.5789266,55.6574129,12.5668156,CS20,CS44
t407,188,243,55.67298,12.572543,55.702685,12.5505033,CS20,CS58
t408,193,121,55.67438319999999,12.5768164,55.6663027,12.5182617,CS20,CS79
t409,198,168,55.6773069,12.577004,55.7327301,12.5654868,CS20,CS41
t410,196,387,55.67630280000001,12.575125,55.6883549,12.5587178,CS20,CS60
t411,193,317,55.67438319999999,12.5768164,55.66597299999999,12.59799,CS20,CS5
t412,191,126,55.6743505,12.5724863,55.6950344,12.5962415,CS20,CS69
t413,192,418,55.6722883,12.5789266,55.6792713,12.5252464,CS20,CS39
t414,194,255,55.6765485,12.5782685,55.68013979999999,12.5340575,CS20,CS32
t415,197,326,55.6750278,12.5722614,55.6989098,12.5792272,CS20,CS40
t416,241,154,55.6812469,12.5917406,55.6574468,12.6163924,CS21,CS4
t417,241,176,55.6812469,12.5917406,55.67878700000001,12.5313736,CS21,CS29
t418,241,29,55.6812469,12.5917406,55.7029997,12.5776839,CS21,CS66
t419,240,26,55.6813386,12.5932285,55.6413488,12.5994461,CS21,CS1
t420,240,192,55.6813386,12.5932285,55.6722883,12.5789266,CS21,CS20
t421,242,409,55.67983100000001,12.592508,55.69790500000001,12.543682,CS21,CS61
t422,240,214,55.6813386,12.5932285,55.6897063,12.5187439,CS21,CS30
t423,242,488,55.67983100000001,12.592508,55.69347,12.5155537,CS21,CS53
t424,242,421,55.67983100000001,12.592508,55.65991259999999,12.6117657,CS21,CS7
t425,242,204,55.67983100000001,12.592508,55.6658161,12.5137475,CS21,CS81
t426,241,229,55.6812469,12.5917406,55.6794741,12.6052664,CS21,CS16
t427,242,96,55.67983100000001,12.592508,55.6804058,12.5894617,CS21,CS19
t428,240,1,55.6813386,12.5932285,55.6621059,12.5780241,CS21,CS43
t429,241,355,55.6812469,12.5917406,55.7050463,12.5768993,CS21,CS72
t430,241,424,55.6812469,12.5917406,55.6677099,12.5487095,CS21,CS96
t431,240,397,55.6813386,12.5932285,55.6855695,12.5369279,CS21,CS38
t432,320,242,55.6785921,12.5735765,55.67983100000001,12.592508,CS22,CS21
t433,319,442,55.6763127,12.5702264,55.7297478,12.5755777,CS22,CS42
t434,320,340,55.6785921,12.5735765,55.6782474,12.4969149,CS22,CS37
t435,320,203,55.6785921,12.5735765,55.66584649999999,12.5114656,CS22,CS81
t436,319,101,55.6763127,12.5702264,55.68327009999999,12.5887971,CS22,CS19
t437,319,252,55.6763127,12.5702264,55.68026529999999,12.521601,CS22,CS32
t438,320,157,55.6785921,12.5735765,55.6757724,12.5426171,CS22,CS27
t439,319,54,55.6763127,12.5702264,55.63010019999999,12.5763214,CS22,CS63
t440,321,365,55.6766618,12.5690495,55.68577089999999,12.5890868,CS22,CS23
t441,321,81,55.6766618,12.5690495,55.6504688,12.5357477,CS22,CS76
t442,319,17,55.6763127,12.5702264,55.6621909,12.6031011,CS22,CS0
t443,320,11,55.6785921,12.5735765,55.6998668,12.5401155,CS22,CS51
t444,320,125,55.6785921,12.5735765,55.6976982,12.5974618,CS22,CS69
t445,320,193,55.6785921,12.5735765,55.67438319999999,12.5768164,CS22,CS20
t446,319,456,55.6763127,12.5702264,55.712124,12.572139,CS22,CS74
t447,321,389,55.6766618,12.5690495,55.669697,12.554685,CS22,CS95
t448,365,263,55.68577089999999,12.5890868,55.6576191,12.566949,CS23,CS46
t449,360,399,55.687521,12.5850244,55.6925199,12.4841725,CS23,CS91
t450,365,310,55.68577089999999,12.5890868,55.6897378,12.5741199,CS23,CS71
t451,365,176,55.68577089999999,12.5890868,55.67878700000001,12.5313736,CS23,CS29
t452,362,319,55.6858274,12.5772687,55.6763127,12.5702264,CS23,CS22
t453,362,59,55.6858274,12.5772687,55.6302955,12.5770358,CS23,CS63
t454,367,94,55.6872833,12.5907578,55.682497,12.5820955,CS23,CS19
t455,362,304,55.6858274,12.5772687,55.68668959999999,12.5403569,CS23,CS36
t456,367,226,55.6872833,12.5907578,55.6915434,12.5533408,CS23,CS57
t457,362,341,55.6858274,12.5772687,55.67884850000001,12.5053725,CS23,CS37
t458,361,20,55.68999299999999,12.5773931,55.6626693,12.6050842,CS23,CS0
t459,363,315,55.6874652,12.5767806,55.66599869999999,12.5103907,CS23,CS83
t460,362,213,55.6858274,12.5772687,55.69180739999999,12.5141341,CS23,CS30
t461,367,40,55.6872833,12.5907578,55.70307010000001,12.5477824,CS23,CS54
t462,363,424,55.6874652,12.5767806,55.6677099,12.5487095,CS23,CS96
t463,366,117,55.6852561,12.5830594,55.6658161,12.5137475,CS23,CS79
t464,367,353,55.6872833,12.5907578,55.6618111,12.6036031,CS23,CS6
t465,364,129,55.685227,12.58676,55.6468795,12.549825,CS23,CS77
t466,364,217,55.685227,12.58676,55.6944184,12.5088552,CS23,CS13
t467,364,375,55.685227,12.58676,55.6719075,12.5927255,CS23,CS17
t468,364,394,55.685227,12.58676,55.6835348,12.536428,CS23,CS38
t469,362,280,55.6858274,12.5772687,55.67087910000001,12.5321135,CS23,CS34
t470,365,208,55.68577089999999,12.5890868,55.6576106,12.5138704,CS23,CS82
t471,361,169,55.68999299999999,12.5773931,55.7314453,12.5640662,CS23,CS41
t472,361,231,55.68999299999999,12.5773931,55.6479612,12.5275246,CS23,CS78
t473,360,38,55.687521,12.5850244,55.7108233,12.5622378,CS23,CS67
t474,363,287,55.6874652,12.5767806,55.70518560000001,12.4953649,CS23,CS14
t475,411,323,55.6834256,12.5870962,55.6762535,12.5645094,CS24,CS94
t476,411,147,55.6834256,12.5870962,55.62650480000001,12.576806,CS24,CS64
t477,411,492,55.6834256,12.5870962,55.67299180000001,12.554768,CS24,CS99
t478,411,321,55.6834256,12.5870962,55.6766618,12.5690495,CS24,CS22
t479,411,264,55.6834256,12.5870962,55.67884850000001,12.5053725,CS24,CS33
t480,410,46,55.6844921,12.5877209,55.70876639999999,12.5604087,CS24,CS68
t481,411,216,55.6834256,12.5870962,55.69039529999999,12.517188,CS24,CS30
t482,411,378,55.6834256,12.5870962,55.671653,12.5900113,CS24,CS17
t483,411,291,55.6834256,12.5870962,55.67068200000001,12.5317477,CS24,CS35
t484,411,238,55.6834256,12.5870962,55.6778205,12.5360203,CS24,CS31
t485,410,5,55.6844921,12.5877209,55.699287,12.5895179,CS24,CS65
t486,411,471,55.6834256,12.5870962,55.66334089999999,12.5156439,CS24,CS86
t487,410,337,55.6844921,12.5877209,55.7108917,12.5961037,CS24,CS50
t488,411,463,55.6834256,12.5870962,55.6847036,12.5667449,CS24,CS25
t489,461,206,55.6768672,12.5652595,55.6645666,12.510989,CS25,CS81
t490,463,488,55.6847036,12.5667449,55.69347,12.5155537,CS25,CS53
t491,464,173,55.6846973,12.5661557,55.6852167,12.5009996,CS25,CS28
t492,463,92,55.6847036,12.5667449,55.67938179999999,12.5813882,CS25,CS19
t493,465,347,55.6785562,12.5691704,55.678501,12.50297,CS25,CS37
t494,462,289,55.67874,12.5667718,55.7057935,12.4918397,CS25,CS14
t495,464,63,55.6846973,12.5661557,55.630171,12.576398,CS25,CS63
t496,464,417,55.6846973,12.5661557,55.68157950000001,12.5193161,CS25,CS39
t497,461,11,55.6768672,12.5652595,55.6998668,12.5401155,CS25,CS51
t498,464,279,55.6846973,12.5661557,55.666557,12.5322045,CS25,CS34
t499,462,327,55.67874,12.5667718,55.6976212,12.5779878,CS25,CS40
t500,465,262,55.6785562,12.5691704,55.6577354,12.5674223,CS25,CS46
t501,462,252,55.67874,12.5667718,55.68026529999999,12.521601,CS25,CS32
t502,462,147,55.67874,12.5667718,55.62650480000001,12.576806,CS25,CS64
t503,464,121,55.6846973,12.5661557,55.6663027,12.5182617,CS25,CS79
t504,465,134,55.6785562,12.5691704,55.6538288,12.5668578,CS25,CS44
t505,463,235,55.6847036,12.5667449,55.7102123,12.592691,CS25,CS49
t506,462,290,55.67874,12.5667718,55.6724893,12.5313663,CS25,CS35
t507,461,492,55.6768672,12.5652595,55.67299180000001,12.554768,CS25,CS99
t508,461,71,55.6768672,12.5652595,55.6883549,12.5587178,CS25,CS55
t509,74,216,55.6714803,12.531117,55.69039529999999,12.517188,CS26,CS30
t510,76,262,55.67451390000001,12.5320843,55.6577354,12.5674223,CS26,CS46
t511,75,359,55.67472230000001,12.5308566,55.70563980000001,12.5776822,CS26,CS72
t512,77,446,55.6707018,12.5355054,55.7115856,12.5636817,CS26,CS73
t513,74,207,55.6714803,12.531117,55.6695374,12.5242031,CS26,CS81
t514,77,98,55.6707018,12.5355054,55.67877480000001,12.584143,CS26,CS19
t515,74,167,55.6714803,12.531117,55.6764163,12.5420539,CS26,CS27
t516,74,137,55.6714803,12.531117,55.6576191,12.566949,CS26,CS44
t517,76,46,55.67451390000001,12.5320843,55.70876639999999,12.5604087,CS26,CS68
t518,76,196,55.67451390000001,12.5320843,55.67630280000001,12.575125,CS26,CS20
t519,76,234,55.67451390000001,12.5320843,55.7083969,12.5980717,CS26,CS49
t520,75,171,55.67472230000001,12.5308566,55.68781860000001,12.4934554,CS26,CS28
t521,75,310,55.67472230000001,12.5308566,55.6897378,12.5741199,CS26,CS71
t522,73,179,55.67068200000001,12.5317477,55.68013979999999,12.5340575,CS26,CS29
t523,73,323,55.67068200000001,12.5317477,55.6762535,12.5645094,CS26,CS94
t524,76,483,55.67451390000001,12.5320843,55.6554171,12.491024,CS26,CS87
t525,75,110,55.67472230000001,12.5308566,55.7035416,12.538201,CS26,CS52
t526,73,440,55.67068200000001,12.5317477,55.7308866,12.5763823,CS26,CS42
t527,76,387,55.67451390000001,12.5320843,55.6883549,12.5587178,CS26,CS60
t528,75,480,55.67472230000001,12.5308566,55.6705592,12.5817682,CS26,CS48
t529,77,491,55.6707018,12.5355054,55.67181429999999,12.5584284,CS26,CS99
t530,72,184,55.6724893,12.5313663,55.7151574,12.5316417,CS26,CS12
t531,164,416,55.6732808,12.545105,55.6802819,12.5220389,CS27,CS39
t532,165,81,55.6752657,12.5457898,55.6504688,12.5357477,CS27,CS76
t533,163,46,55.6740966,12.5500677,55.70876639999999,12.5604087,CS27,CS68
t534,155,204,55.6733906,12.549585,55.6658161,12.5137475,CS27,CS81
t535,163,300,55.6740966,12.5500677,55.68689750000001,12.5312586,CS27,CS36
t536,167,422,55.6764163,12.5420539,55.666579,12.546733,CS27,CS96
t537,158,466,55.67403849999999,12.5497383,55.67327160000001,12.4865587,CS27,CS85
t538,167,192,55.6764163,12.5420539,55.6722883,12.5789266,CS27,CS20
t539,167,127,55.6764163,12.5420539,55.69837679999999,12.5938814,CS27,CS69
t540,156,476,55.67162899999999,12.546236,55.7063911,12.5449032,CS27,CS62
t541,166,315,55.6711053,12.5457392,55.66599869999999,12.5103907,CS27,CS83
t542,162,283,55.6742731,12.5496964,55.7123504,12.5772942,CS27,CS70
t543,167,101,55.6764163,12.5420539,55.68327009999999,12.5887971,CS27,CS19
t544,160,256,55.6737346,12.550013,55.6778205,12.5360203,CS27,CS32
t545,160,291,55.6737346,12.550013,55.67068200000001,12.5317477,CS27,CS35
t546,158,456,55.67403849999999,12.5497383,55.712124,12.572139,CS27,CS74
t547,166,376,55.6711053,12.5457392,55.6738489,12.5917462,CS27,CS17
t548,161,432,55.67483559999999,12.548877,55.6612473,12.6213644,CS27,CS8
t549,163,211,55.6740966,12.5500677,55.69017659999999,12.5168455,CS27,CS30
t550,167,451,55.6764163,12.5420539,55.7089821,12.5582244,CS27,CS73
t551,158,428,55.67403849999999,12.5497383,55.67983100000001,12.592508,CS27,CS18
t552,163,420,55.6740966,12.5500677,55.65820480000001,12.6081781,CS27,CS7
t553,157,7,55.6757724,12.5426171,55.6957408,12.579571,CS27,CS65
t554,163,66,55.6740966,12.5500677,55.6897342,12.5601575,CS27,CS55
t555,162,394,55.6742731,12.5496964,55.6835348,12.536428,CS27,CS38
t556,166,259,55.6711053,12.5457392,55.6538288,12.5668578,CS27,CS46
t557,165,321,55.6752657,12.5457898,55.6766618,12.5690495,CS27,CS22
t558,161,36,55.67483559999999,12.548877,55.7105088,12.5610241,CS27,CS67
t559,162,124,55.6742731,12.5496964,55.6542831,12.5168315,CS27,CS80
t560,160,258,55.6737346,12.550013,55.6829602,12.4835469,CS27,CS89
t561,167,439,55.6764163,12.5420539,55.7307904,12.5757642,CS27,CS42
t562,165,404,55.6752657,12.5457898,55.66695900000001,12.576411,CS27,CS47
t563,160,41,55.6737346,12.550013,55.7009458,12.5414999,CS27,CS54
t564,164,153,55.6732808,12.545105,55.65349,12.6190323,CS27,CS4
t565,164,453,55.6732808,12.545105,55.6565583,12.6040133,CS27,CS10
t566,167,390,55.6764163,12.5420539,55.6677099,12.5487095,CS27,CS95
t567,172,33,55.6855126,12.5000493,55.7120052,12.5623788,CS28,CS67
t568,173,15,55.6852167,12.5009996,55.700097,12.540309,CS28,CS51
t569,172,306,55.6855126,12.5000493,55.70511709999999,12.5033817,CS28,CS15
t570,173,300,55.6852167,12.5009996,55.68689750000001,12.5312586,CS28,CS36
t571,172,452,55.6855126,12.5000493,55.70876639999999,12.5604087,CS28,CS73
t572,172,144,55.6855126,12.5000493,55.66721880000001,12.5839247,CS28,CS45
t573,172,96,55.6855126,12.5000493,55.6804058,12.5894617,CS28,CS19
t574,172,124,55.6855126,12.5000493,55.6542831,12.5168315,CS28,CS80
t575,172,276,55.6855126,12.5000493,55.66577729999999,12.5661667,CS28,CS93
t576,171,458,55.68781860000001,12.4934554,55.67290939999999,12.5593586,CS28,CS97
t577,171,198,55.68781860000001,12.4934554,55.6773069,12.577004,CS28,CS20
t578,172,390,55.6855126,12.5000493,55.6677099,12.5487095,CS28,CS95
t579,172,362,55.6855126,12.5000493,55.6858274,12.5772687,CS28,CS23
t580,171,45,55.68781860000001,12.4934554,55.6596066,12.6101348,CS28,CS2
t581,172,400,55.6855126,12.5000493,55.6918337,12.4829461,CS28,CS91
t582,172,142,55.6855126,12.5000493,55.6879157,12.4918627,CS28,CS88
t583,179,200,55.68013979999999,12.5340575,55.6661265,12.5125273,CS29,CS81
t584,183,159,55.6856311,12.5396025,55.672313,12.548064,CS29,CS27
t585,175,431,55.68436639999999,12.5358129,55.6604348,12.6198344,CS29,CS8
t586,177,310,55.68440400000001,12.537286,55.6897378,12.5741199,CS29,CS71
t587,178,329,55.6805519,12.5336879,55.69825609999999,12.5755593,CS29,CS40
t588,175,235,55.68436639999999,12.5358129,55.7102123,12.592691,CS29,CS49
t589,182,34,55.6864931,12.5342083,55.7075512,12.5616645,CS29,CS67
t590,179,123,55.68013979999999,12.5340575,55.6535994,12.5201741,CS29,CS80
t591,182,356,55.6864931,12.5342083,55.7058809,12.5760601,CS29,CS72
t592,174,410,55.6803695,12.5307427,55.6844921,12.5877209,CS29,CS24
t593,176,28,55.67878700000001,12.5313736,55.70525319999999,12.5814508,CS29,CS66
t594,174,316,55.6803695,12.5307427,55.6680754,12.5971848,CS29,CS5
t595,176,347,55.67878700000001,12.5313736,55.678501,12.50297,CS29,CS37
t596,181,104,55.67933559999999,12.5329958,55.6935246,12.5337137,CS29,CS56
t597,176,74,55.67878700000001,12.5313736,55.6714803,12.531117,CS29,CS26
t598,182,59,55.6864931,12.5342083,55.6302955,12.5770358,CS29,CS63
t599,183,119,55.6856311,12.5396025,55.66907380000001,12.5169694,CS29,CS79
t600,181,84,55.67933559999999,12.5329958,55.6508858,12.5362459,CS29,CS76
t601,180,20,55.682021,12.532044,55.6626693,12.6050842,CS29,CS0
t602,181,141,55.67933559999999,12.5329958,55.6892223,12.4915083,CS29,CS88
t603,174,276,55.6803695,12.5307427,55.66577729999999,12.5661667,CS29,CS93
t604,182,1,55.6864931,12.5342083,55.6621059,12.5780241,CS29,CS43
t605,175,474,55.68436639999999,12.5358129,55.7009458,12.5414999,CS29,CS62
t606,175,169,55.68436639999999,12.5358129,55.7314453,12.5640662,CS29,CS41
t607,183,479,55.6856311,12.5396025,55.7065462,12.5851694,CS29,CS75
t608,182,416,55.6864931,12.5342083,55.6802819,12.5220389,CS29,CS39
t609,181,307,55.67933559999999,12.5329958,55.70461880000001,12.4997338,CS29,CS15
t610,180,67,55.682021,12.532044,55.6901306,12.5637778,CS29,CS55
t611,175,395,55.68436639999999,12.5358129,55.6855334,12.5384694,CS29,CS38
t612,180,224,55.682021,12.532044,55.6894691,12.5581597,CS29,CS57
t613,216,386,55.69039529999999,12.517188,55.69082179999999,12.5601599,CS30,CS60
t614,212,290,55.6933072,12.5116462,55.6724893,12.5313663,CS30,CS35
t615,214,407,55.6897063,12.5187439,55.6945457,12.5475868,CS30,CS61
t616,214,90,55.6897063,12.5187439,55.683218,12.5783977,CS30,CS19
t617,214,323,55.6897063,12.5187439,55.6762535,12.5645094,CS30,CS94
t618,213,274,55.69180739999999,12.5141341,55.678912,12.5083979,CS30,CS33
t619,216,468,55.69039529999999,12.517188,55.67283259999999,12.5514548,CS30,CS98
t620,215,364,55.69141559999999,12.5155587,55.685227,12.58676,CS30,CS23
t621,212,489,55.6933072,12.5116462,55.695238,12.5124333,CS30,CS53
t622,211,340,55.69017659999999,12.5168455,55.6782474,12.4969149,CS30,CS37
t623,212,379,55.6933072,12.5116462,55.6728308,12.6002744,CS30,CS17
t624,211,233,55.69017659999999,12.5168455,55.7072116,12.5923117,CS30,CS49
t625,212,262,55.6933072,12.5116462,55.6577354,12.5674223,CS30,CS46
t626,213,309,55.69180739999999,12.5141341,55.6905288,12.5756153,CS30,CS71
t627,213,368,55.69180739999999,12.5141341,55.69270299999999,12.499786,CS30,CS90
t628,216,453,55.69039529999999,12.517188,55.6565583,12.6040133,CS30,CS10
t629,216,194,55.69039529999999,12.517188,55.6765485,12.5782685,CS30,CS20
t630,215,410,55.69141559999999,12.5155587,55.6844921,12.5877209,CS30,CS24
t631,212,221,55.6933072,12.5116462,55.6957586,12.5502119,CS30,CS57
t632,215,33,55.69141559999999,12.5155587,55.7120052,12.5623788,CS30,CS67
t633,216,46,55.69039529999999,12.517188,55.70876639999999,12.5604087,CS30,CS68
t634,216,27,55.69039529999999,12.517188,55.6400112,12.5990241,CS30,CS1
t635,237,155,55.6780456,12.5351026,55.6733906,12.549585,CS31,CS27
t636,238,276,55.6778205,12.5360203,55.66577729999999,12.5661667,CS31,CS93
t637,238,358,55.6778205,12.5360203,55.7049953,12.5784127,CS31,CS72
t638,239,460,55.678683,12.5336551,55.672146,12.5619202,CS31,CS97
t639,238,240,55.6778205,12.5360203,55.6813386,12.5932285,CS31,CS21
t640,238,374,55.6778205,12.5360203,55.6739744,12.5915373,CS31,CS17
t641,237,482,55.6780456,12.5351026,55.6537384,12.4877858,CS31,CS87
t642,239,420,55.678683,12.5336551,55.65820480000001,12.6081781,CS31,CS7
t643,239,431,55.678683,12.5336551,55.6604348,12.6198344,CS31,CS8
t644,238,236,55.6778205,12.5360203,55.70776840000001,12.5953873,CS31,CS49
t645,238,454,55.6778205,12.5360203,55.66151489999999,12.6034498,CS31,CS10
t646,237,295,55.6780456,12.5351026,55.6711053,12.5457392,CS31,CS35
t647,237,476,55.6780456,12.5351026,55.7063911,12.5449032,CS31,CS62
t648,238,394,55.6778205,12.5360203,55.6835348,12.536428,CS31,CS38
t649,239,150,55.678683,12.5336551,55.65443579999999,12.6109197,CS31,CS4
t650,237,196,55.6780456,12.5351026,55.67630280000001,12.575125,CS31,CS20
t651,252,201,55.68026529999999,12.521601,55.6661008,12.5122328,CS32,CS81
t652,253,296,55.6805519,12.5336879,55.67472230000001,12.5308566,CS32,CS35
t653,256,11,55.6778205,12.5360203,55.6998668,12.5401155,CS32,CS51
t654,251,276,55.6839453,12.5257126,55.66577729999999,12.5661667,CS32,CS93
t655,250,47,55.6780456,12.5351026,55.7087373,12.5600958,CS32,CS68
t656,247,85,55.67913769999999,12.5251636,55.64977049999999,12.5349166,CS32,CS76
t657,248,187,55.67878700000001,12.5313736,55.717112,12.5377588,CS32,CS12
t658,251,258,55.6839453,12.5257126,55.6829602,12.4835469,CS32,CS89
t659,254,103,55.67933559999999,12.5329958,55.69148989999999,12.5395911,CS32,CS56
t660,255,70,55.68013979999999,12.5340575,55.6880664,12.5605113,CS32,CS55
t661,252,453,55.68026529999999,12.521601,55.6565583,12.6040133,CS32,CS10
t662,252,272,55.68026529999999,12.521601,55.678501,12.50297,CS32,CS33
t663,256,476,55.6778205,12.5360203,55.7063911,12.5449032,CS32,CS62
t664,248,328,55.67878700000001,12.5313736,55.6959171,12.5806025,CS32,CS40
t665,256,8,55.6778205,12.5360203,55.6978433,12.5869678,CS32,CS65
t666,247,39,55.67913769999999,12.5251636,55.6998665,12.5530057,CS32,CS54
t667,249,149,55.6803695,12.5307427,55.654913,12.620377,CS32,CS4
t668,250,112,55.6780456,12.5351026,55.70224589999999,12.5378416,CS32,CS52
t669,255,358,55.68013979999999,12.5340575,55.7049953,12.5784127,CS32,CS72
t670,254,484,55.67933559999999,12.5329958,55.6572558,12.4879825,CS32,CS87
t671,250,80,55.6780456,12.5351026,55.7155986,12.5491707,CS32,CS11
t672,248,470,55.67878700000001,12.5313736,55.6620442,12.5196884,CS32,CS86
t673,255,168,55.68013979999999,12.5340575,55.7327301,12.5654868,CS32,CS41
t674,254,491,55.67933559999999,12.5329958,55.67181429999999,12.5584284,CS32,CS99
t675,246,426,55.67913769999999,12.5251636,55.6781016,12.5890488,CS32,CS18
t676,255,51,55.68013979999999,12.5340575,55.6400501,12.6176269,CS32,CS3
t677,253,235,55.6805519,12.5336879,55.7102123,12.592691,CS32,CS49
t678,251,99,55.6839453,12.5257126,55.6794028,12.5805661,CS32,CS19
t679,248,164,55.67878700000001,12.5313736,55.6732808,12.545105,CS32,CS27
t680,251,317,55.6839453,12.5257126,55.66597299999999,12.59799,CS32,CS5
t681,250,321,55.6780456,12.5351026,55.6766618,12.5690495,CS32,CS22
t682,256,54,55.6778205,12.5360203,55.63010019999999,12.5763214,CS32,CS63
t683,273,463,55.6785728,12.5064236,55.6847036,12.5667449,CS33,CS25
t684,269,333,55.67851289999999,12.5030842,55.7019951,12.5845281,CS33,CS40
t685,272,340,55.678501,12.50297,55.6782474,12.4969149,CS33,CS37
t686,271,74,55.678734,12.5101649,55.6714803,12.531117,CS33,CS26
t687,267,207,55.6816963,12.5106369,55.6695374,12.5242031,CS33,CS81
t688,266,93,55.6792506,12.5126864,55.6795269,12.5815699,CS33,CS19
t689,267,27,55.6816963,12.5106369,55.6400112,12.5990241,CS33,CS1
t690,264,52,55.67884850000001,12.5053725,55.66982729999999,12.5461841,CS33,CS92
t691,269,56,55.67851289999999,12.5030842,55.6298013,12.5774432,CS33,CS63
t692,266,0,55.6792506,12.5126864,55.665722,12.580919,CS33,CS43
t693,275,390,55.67891789999999,12.5085983,55.6677099,12.5487095,CS33,CS95
t694,267,302,55.6816963,12.5106369,55.6858692,12.5341335,CS33,CS36
t695,268,433,55.67856769999999,12.5050008,55.6615908,12.631574,CS33,CS8
t696,270,252,55.6786004,12.4983089,55.68026529999999,12.521601,CS33,CS32
t697,265,460,55.68232,12.50512,55.672146,12.5619202,CS33,CS97
t698,268,312,55.67856769999999,12.5050008,55.6645666,12.510989,CS33,CS83
